iter	Passed	Remaining
133	72435	468127
134	72986	467652
135	73510	467009
136	73862	465282
137	74222	463618
138	74756	463062
139	75170	461763
140	75458	459708
141	75813	458083
142	76324	457411
143	76846	456810
144	77426	456548
145	77994	456212
146	78204	453798
147	78806	453671
148	79177	452212
149	79660	451411
150	80194	450893
151	80701	450230
152	81269	449904
153	81604	448296
154	82129	447737
155	82670	447269
156	83223	446864
157	83902	447125
158	84314	445965
159	84797	445185
160	85484	445472
161	86068	445218
162	86794	445688
163	87300	445021
164	87884	444751
165	88479	444527
166	88804	442957
167	89502	443248
168	90143	443251
169	90715	442903
170	91284	442541
171	91769	441774
172	92261	441041
173	92811	440587
174	93265	439681
175	93688	438632
176	94134	437697
177	94676	437215
178	95092	436152
179	95584	435440
180	96149	435064
181	96603	434187
182	97220	434040
183	97772	433597
184	98295	433031
185	98918	432902
186	99523	432688
187	100229	432906
188	100760	432362
189	101300	431861
190	101782	431109
191	102234	430238
192	102825	429949
193	103343	429353
194	103862	428767
195	104340	428007
196	104933	427722
197	105510	427369
198	106080	426986
199	106860	427441
200	107439	427085
201	108034	426791
202	108614	426432
203	109065	425568
204	109698	425415
205	110162	424605
206	110625	423797
207	111269	423679
208	111742	422911
209	112327	422564
210	112844	421962
211	113397	421495
212	113949	421022
213	114634	421039
214	115244	420777
215	115735	420075
216	116181	419218
217	116463	417774
218	117059	417457
219	117614	416997
220	118264	416870
221	118981	416969
222	119698	417065
223	120338	416885
224	121028	416876
225	121762	417009
226	122396	416796
227	123022	416550
228	123503	415811
229	124014	415177
230	124539	414592
231	125135	414242
232	125766	414005
233	126288	413406
234	126613	412167
235	127076	411384
236	127689	411084
237	127986	409773
238	128432	408941
239	129019	408562
240	129653	408328
241	130159	407688
242	130793	407450
243	131413	407166
244	131795	406146
245	132265	405398
246	132724	404622
247	133199	403895
248	133865	403746
249	134470	403412
250	135115	403194
251	135855	403254
252	136535	403129
253	137198	402952
254	137872	402804
255	138367	402130
256	139017	401906
257	139559	401368
258	139924	400325
259	140258	399197
260	140858	398829
261	141309	398040
262	141937	397747
263	142523	397337
264	143088	396867
265	143720	396581
266	144398	396418
267	145106	396335
268	145636	395761
269	146030	394823
270	146581	394309
271	147099	393707
272	147802	393598
273	148374	393137
274	148909	392578
275	149546	392289
276	150112	391810
277	150762	391549
278	151206	390753
279	151638	389928
280	152279	389640
281	152973	389484
282	153688	389379
283	154218	388805
284	154903	388616
285	155412	387987
286	156120	387853
287	156974	388075
288	157611	387756
289	158241	387418
290	158782	386860
291	159458	386632
292	160223	386614
293	160933	386459
294	161576	386139
295	162168	385697
296	162869	385513
297	163492	385140
298	163889	384235
299	164761	384443
300	165348	383982
301	166143	383999
302	166959	384063
303	167805	384186
304	168401	383734
305	169150	383628
306	169738	383154
307	170334	382700
308	170853	382071
309	171617	381986
310	172337	381802
311	172793	381032
312	173380	380550
313	174209	380598
314	175104	380782
315	175720	380357
316	176485	380250
317	177376	380412
318	178237	380500
319	178960	380291
320	179587	379875
321	180435	379922
322	181043	379461
323	181708	379120
324	182432	378898
325	183285	378940
326	184027	378747
327	184570	378143
328	185210	377738
329	185760	377149
330	186546	377038
331	187454	377168
332	188085	376736
333	188712	376295
334	189372	375918
335	189857	375195
336	190674	375124
337	191590	375245
338	192241	374841
339	193057	374758
340	194113	375134
341	195058	375287
342	195597	374657
343	196192	374134
344	196661	373371
345	197548	373400
346	198351	373267
347	199217	373245
348	199699	372505
349	200591	372527
350	201539	372646
351	202492	372770
352	203312	372643
353	204318	372852
354	205127	372696
355	205616	371958
356	206217	371423
357	206976	371170
358	207825	371075
359	208631	370900
360	209514	370857
361	210272	370590
362	211232	370674
363	212092	370578
364	212813	370237
365	213684	370152
366	214462	369903
367	215173	369536
368	216281	369847
369	217175	369785
370	217929	369482
371	218839	369438
372	219559	369071
373	220400	368906
374	221545	369242
375	222817	369781
376	223896	369993
377	224771	369862
378	225916	370170
379	227003	370373
380	228151	370671
381	229334	371017
382	230195	370836
383	231097	370719
384	232044	370667
385	232880	370436
386	233627	370061
387	234358	369658
388	235170	369380
389	235764	368759
390	236439	368265
391	237057	367681
392	237841	367352
393	238514	366852
394	239261	366463
395	239905	365915
396	240500	365294
397	241394	365125
398	242171	364774
399	242822	364233
400	243490	363718
401	244112	363131
402	244739	362555
403	245500	362174
404	246310	361864
405	247120	361550
406	247992	361325
407	248845	361070
408	249692	360803
409	250556	360556
410	251278	360105
411	252160	359880
412	253105	359740
413	254067	359622
414	254916	359339
415	255662	358910
416	256367	358422
417	257198	358108
418	257929	357653
419	258760	357335
420	259600	357028
421	260440	356716
422	261218	356319
423	261968	355881
424	262772	355515
425	263472	355007
426	264038	354318
427	264725	353791
428	265493	353373
429	266403	353139
430	267148	352686
431	268017	352393
432	268844	352043
433	269727	351764
434	270686	351581
435	271782	351571
436	272618	351221
437	273225	350576
438	274167	350359
439	275103	350131
440	276047	349910
441	276902	349574
442	277614	349055
443	278497	348748
444	279323	348370
445	280067	347886
446	280731	347303
447	281415	346744
448	282313	346447
449	283239	346182
450	284203	345959
451	285245	345828
452	285802	345108
453	286678	344772
454	287578	344462
455	288324	343966
456	288990	343373
457	289704	342838
458	290443	342330
459	291187	341828
460	291979	341381
461	292789	340954
462	293523	340436
463	294282	339946
464	294944	339344
465	295405	338511
466	296050	337891
467	296570	337127
468	297272	336570
469	297970	336009
470	298883	335688
471	299596	335142
472	300502	334809
473	301159	334197
474	301929	333711
475	302731	333258
476	303346	332599
477	303959	331938
478	304726	331445
479	305485	330942
480	306156	330343
481	307031	329963
482	307817	329485
483	308577	328979
484	309454	328595
485	310198	328070
486	310957	327558
487	311788	327122
488	312741	326811
489	313444	326238
490	314549	326080
491	315583	325846
492	316681	325674
493	317427	325138
494	318093	324519
495	318796	323938
496	319742	323602
497	320682	323258
498	321429	322717
499	322204	322204
500	323157	321867
501	324040	321458
502	324991	321115
503	325689	320519
504	326534	320068
505	327307	319545
506	328111	319050
507	328925	318565
508	329853	318188
509	330595	317631
510	331193	316934
511	332114	316546
512	333012	316134
513	334325	316113
514	335360	315824
515	336351	315492
516	337379	315191
517	338630	315096
518	339687	314816
519	340586	314387
520	341573	314037
521	342697	313811
522	343721	313489
523	345039	313433
524	346066	313107
525	347088	312775
526	348375	312678
527	349451	312388
528	350358	311944
529	351018	311280
530	351581	310530
531	352566	310152
532	353330	309578
533	354104	309012
534	355078	308619
535	356106	308271
536	357019	307821
537	357579	307066
538	358258	306413
539	359091	305892
540	359871	305325
541	360726	304820
542	361358	304126
543	362222	303627
544	363216	303235
545	364063	302719
546	364914	302205
547	365826	301740
548	366746	301279
549	367433	300627
550	368125	299978
551	368721	299251
552	369565	298726
553	370410	298200
554	371274	297688
555	371879	296968
556	372830	296524
557	373498	295853
558	374221	295226
559	374991	294636
560	375789	294066
561	376735	293612
562	377788	293238
563	378712	292763
564	379664	292308
565	380524	291780
566	381478	291322
567	382394	290835
568	383463	290462
569	384265	289884
570	385274	289461
571	386222	288991
572	387157	288510
573	388275	288162
574	389039	287551
575	389695	286859
576	390477	286260
577	391189	285608
578	391957	284998
579	392927	284533
580	393665	283899
581	394795	283547
582	395773	283083
583	396516	282450
584	397444	281947
585	398479	281519
586	399410	281016
587	400281	280469
588	401158	279925
589	401951	279321
590	402980	278881
591	403854	278331
592	404819	277844
593	405786	277355
594	406853	276933
595	407643	276322
596	408507	275759
597	409282	275136
598	410035	274497
599	410863	273909
600	411643	273287
601	412196	272515
602	412974	271892
603	413822	271314
604	414599	270689
605	415488	270136
606	416161	269442
607	417069	268900
608	417862	268283
609	418520	267578
610	419417	267026
611	420268	266444
612	421119	265861
613	422005	265299
614	422693	264612
615	423570	264043
616	424595	263565
617	425486	263003
618	426328	262409
619	427046	261738
620	427759	261064
621	428669	260509
622	429283	259775
623	430230	259241
624	431025	258615
625	431951	258067
626	432621	257365
627	433623	256860
628	434607	256342
629	435459	255746
630	436090	255019
631	436907	254402
632	438045	253969
633	439085	253478
634	439646	252709
635	440475	252096
636	441407	251539
637	442147	250873
638	442801	250158
639	443790	249632
640	444555	248978
641	445394	248366
642	446158	247711
643	446892	247039
644	447748	246435
645	448540	245794
646	449359	245168
647	450093	244495
648	450869	243844
649	451791	243272
650	452572	242623
651	453183	241883
652	454107	241309
653	454823	240625
654	455665	240006
655	456696	239487
656	457476	238835
657	458096	238098
658	458837	237425
659	459580	236753
660	460457	236150
661	461275	235515
662	462122	234894
663	462982	234280
664	463655	233570
665	464577	232986
666	465574	232438
667	466625	231915
668	467573	231340
669	468723	230863
670	469495	230199
671	470263	229533
672	471099	228899
673	471962	228278
674	472740	227615
675	473541	226963
676	474444	226359
677	475118	225646
678	475731	224903
679	476483	224227
680	477199	223534
681	478034	222895
682	478762	222207
683	479344	221451
684	480145	220796
685	480805	220077
686	481535	219389
687	482007	218584
688	483086	218055
689	483925	217415
690	484833	216807
691	485745	216198
692	486674	215597
693	487522	214959
694	488694	214463
695	489509	213808
696	490394	213184
697	490865	212380
698	491790	211772
699	492768	211186
700	493462	210478
701	494694	209998
702	496011	209552
703	497028	208977
704	497807	208302
705	498565	207618
706	499345	206942
707	500286	206333
708	500885	205582
709	501509	204841
710	502286	204164
711	503005	203463
712	504027	202883
713	504978	202274
714	505626	201543
715	506583	200935
716	507414	200276
717	508276	199629
718	508959	198911
719	509735	198230
720	510471	197533
721	511133	196807
722	511800	196083
723	512881	195518
724	513494	194773
725	514494	194175
726	515109	193431
727	515796	192715
728	516532	192016
729	517397	191366
730	518366	190753
731	519463	190185
732	520036	189426
733	520902	188774
734	521678	188088
735	522395	187380
736	523279	186733
737	524534	186216
738	525301	185526
739	526235	184893
740	527069	184225
741	527764	183508
742	528739	182888
743	529423	182167
744	530019	181415
745	530701	180694
746	531684	180075
747	532444	179379
748	533226	178691
749	534019	178006
750	534971	177374
751	535890	176729
752	536702	176049
753	537655	175415
754	538362	174700
755	539168	174017
756	540330	173448
757	541249	172800
758	542138	172141
759	543086	171500
760	544002	170849
761	544868	170181
762	545696	169502
763	546169	168711
764	546940	168014
765	547901	167374
766	548993	166773
767	550000	166145
768	551228	165583
769	552401	165003
770	553513	164402
771	554788	163849
772	555634	163168
773	556609	162524
774	557742	161925
775	558477	161209
776	559302	160520
777	560326	159887
778	561433	159276
779	562540	158665
780	563312	157958
781	564045	157240
782	564846	156541
783	565699	155855
784	566694	155209
785	567650	154551
786	568679	153911
787	569527	153223
788	570505	152568
789	571430	151899
790	572352	151228
791	573420	150595
792	574389	149935
793	574882	149150
794	575970	148520
795	576748	147809
796	577490	147089
797	578287	146383
798	578843	145616
799	579506	144876
800	580040	144104
801	580899	143413
802	581477	142653
803	582353	141966
804	583278	141291
805	584166	140605
806	585505	140028
807	586609	139392
808	587519	138709
809	588686	138086
810	589602	137404
811	590172	136640
812	591269	135999
813	592253	135330
814	593225	134658
815	594180	133981
816	595261	133332
817	595870	132577
818	596725	131877
819	597369	131129
820	598167	130416
821	599268	129768
822	601259	129311
823	602366	128660
824	603248	127961
825	603763	127184
826	604420	126438
827	605268	125732
828	605843	124969
829	606165	124154
830	606736	123391
831	607094	122586
832	607457	121783
833	607958	121008
834	608706	120283
835	609603	119587
836	610502	118891
837	611350	118184
838	611838	117408
839	612295	116627
840	613319	115954
841	614076	115230
842	614667	114475
843	615867	113833
844	617029	113182
845	617938	112485
846	619241	111858
847	620247	111176
848	621612	110557
849	622446	109843
850	623294	109131
851	624293	108445
852	624888	107688
853	625645	106960
854	626668	106277
855	627536	105566
856	628492	104871
857	629294	104148
858	630062	103421
859	630825	102692
860	631691	101980
861	632386	101240
862	632804	100456
863	633564	99727
864	634382	99007
865	634866	98235
866	635446	97479
867	636116	96736
868	636839	96002
869	637696	95287
870	638488	94563
871	639286	93840
872	640209	93134
873	641116	92426
874	642044	91720
875	642916	91006
876	643746	90286
877	644551	89561
878	645434	88848
879	646288	88130
880	647354	87440
881	648158	86715
882	649063	86002
883	650212	85321
884	651262	84627
885	652200	83917
886	652992	83188
887	653784	82459
888	654778	81755
889	655620	81031
890	656387	80298
891	657502	79607
892	658442	78895
893	659128	78151
894	659898	77418
895	660693	76687
896	661220	75926
897	661958	75189
898	662828	74466
899	663760	73751
900	664985	73067
901	665659	72322
902	666415	71586
903	667514	70886
904	668390	70162
905	669361	69448
906	670251	68724
907	671131	68000
908	672159	67289
909	673093	66569
910	674133	65859
911	675251	65155
912	676226	64437
913	677298	63728
914	678294	63010
915	679113	62276
916	680362	61581
917	681448	60870
918	682694	60172
919	683684	59450
920	684586	58721
921	685356	57980
922	686349	57257
923	687128	56517
924	687988	55782
925	688986	55059
926	690018	54338
927	690915	53605
928	691635	52859
929	692444	52119
930	693295	51382
931	694102	50642
932	694982	49907
933	695774	49166
934	696571	48424
935	697400	47685
936	698404	46957
937	699318	46223
938	700018	45475
939	700937	44740
940	701978	44013
941	703071	43288
942	703901	42547
943	704824	41811
944	705849	41081
945	707003	40357
946	707760	39610
947	709100	38895
948	710406	38177
949	711393	37441
950	712553	36714
951	713430	35971
952	714150	35220
953	714947	34473
954	715999	33738
955	716826	32992
956	717700	32247
957	718614	31505
958	719446	30758
959	720248	30010
960	721127	29265
961	722234	28529
962	722957	27777
963	723536	27020
964	724299	26269
965	725200	25524
966	726028	24776
967	726642	24021
968	727613	23277
969	728426	22528
970	729269	21780
971	730210	21034
972	730874	20281
973	731774	19534
974	733131	18798
975	734376	18058
976	735652	17318
977	737041	16579
978	738436	15839
979	740396	15110
980	741034	14352
981	742228	13605
982	743017	12849
983	744025	12097
984	744806	11342
985	745582	10586
986	746346	9830
987	747206	9075
988	748128	8320
989	749189	7567
990	750000	6811
991	751202	6058
992	752038	5301
993	753081	4545
994	754083	3789
995	755080	3032
996	755912	2274
997	756812	1516
998	757437	758
999	758076	0
