iter	RMSE
673	76.30093415
674	76.30007504
675	76.29937503
676	76.29932924
677	76.29930537
678	76.29853477
679	76.29826532
680	76.29820383
681	76.29790438
682	76.29722825
683	76.29713811
684	76.2968328
685	76.29635343
686	76.29630207
687	76.29615988
688	76.29571697
689	76.29498836
690	76.29443636
691	76.29291632
692	76.29277004
693	76.29243841
694	76.29122406
695	76.2908629
696	76.290329
697	76.28971846
698	76.28932973
699	76.28881631
700	76.28875662
701	76.28777811
702	76.28674135
703	76.28673672
704	76.28668412
705	76.28663689
706	76.28648979
707	76.28645125
708	76.28605164
709	76.28588874
710	76.28438595
711	76.28427509
712	76.2841986
713	76.28389112
714	76.283321
715	76.28195613
716	76.28173816
717	76.28149219
718	76.28121642
719	76.28028931
720	76.28021019
721	76.27966798
722	76.27964102
723	76.2793168
724	76.27816179
725	76.27789379
726	76.27782384
727	76.2774344
728	76.27741084
729	76.27585287
730	76.2745526
731	76.27417449
732	76.27411924
733	76.27354398
734	76.27337826
735	76.27323949
736	76.27281383
737	76.27267785
738	76.2726554
739	76.27210345
740	76.27188737
741	76.27072392
742	76.27070272
743	76.27034613
744	76.2694377
745	76.26941272
746	76.26882738
747	76.26861738
748	76.26854083
749	76.26807079
750	76.26801363
751	76.2679883
752	76.26775134
753	76.26764024
754	76.26724864
755	76.26631273
756	76.26601859
757	76.26596841
758	76.26494269
759	76.26465404
760	76.26349814
761	76.26331525
762	76.26329823
763	76.26327069
764	76.26317867
765	76.26199687
766	76.2618116
767	76.26079617
768	76.26059401
769	76.26035514
770	76.26015011
771	76.26001521
772	76.25998657
773	76.25981368
774	76.25926308
775	76.25919388
776	76.25912742
777	76.25858412
778	76.25801026
779	76.25796702
780	76.25738926
781	76.25718687
782	76.25704323
783	76.25702916
784	76.25673019
785	76.25663731
786	76.25608992
787	76.25524935
788	76.25522589
789	76.25425323
790	76.25423539
791	76.25374507
792	76.253392
793	76.25307463
794	76.25298966
795	76.2529571
796	76.25240337
797	76.25240021
798	76.25159113
799	76.25131447
800	76.25113348
801	76.25039054
802	76.25027126
803	76.2501753
804	76.24979842
805	76.2490918
806	76.24831514
807	76.24824842
808	76.24822515
809	76.24688808
810	76.24661096
811	76.24636976
812	76.2462948
813	76.24586992
814	76.24576786
815	76.24570686
816	76.2454996
817	76.24521627
818	76.24497272
819	76.24477736
820	76.24398205
821	76.24383398
822	76.24265116
823	76.24247654
824	76.24233549
825	76.24229403
826	76.24218449
827	76.24194872
828	76.2412535
829	76.24121808
830	76.24113336
831	76.24100128
832	76.24056574
833	76.24038493
834	76.23967059
835	76.2392308
836	76.23900382
837	76.23887535
838	76.23883335
839	76.23875949
840	76.23871333
841	76.23835473
842	76.23815335
843	76.23797062
844	76.23767366
845	76.23678262
846	76.23612335
847	76.23610574
848	76.23546044
849	76.23539756
850	76.23511148
851	76.23464502
852	76.23406079
853	76.23318907
854	76.23317469
855	76.23306096
856	76.23274666
857	76.232736
858	76.23249422
859	76.23244822
860	76.23244622
861	76.23225979
862	76.2321377
863	76.2312319
864	76.23110474
865	76.2310314
866	76.23070101
867	76.22996436
868	76.22983804
869	76.22977061
870	76.22971699
871	76.22910639
872	76.22856676
873	76.22835688
874	76.22807154
875	76.22736588
876	76.22722527
877	76.2271756
878	76.22700293
879	76.22682148
880	76.22625167
881	76.22623691
882	76.22611631
883	76.22588198
884	76.22586903
885	76.22506461
886	76.22488681
887	76.22474846
888	76.22472112
889	76.22436368
890	76.22436122
891	76.22426134
892	76.22353587
893	76.2231316
894	76.2230802
895	76.22286918
896	76.22280552
897	76.22253839
898	76.22127121
899	76.22106666
900	76.22051534
901	76.22051096
902	76.22024987
903	76.21961285
904	76.21957144
905	76.21935424
906	76.21904694
907	76.21863241
908	76.21816944
909	76.21806086
910	76.21774999
911	76.21678206
912	76.21659052
913	76.21547233
914	76.21535294
915	76.21523026
916	76.21520207
917	76.21517502
918	76.21475946
919	76.21473083
920	76.21443933
921	76.21431785
922	76.21348168
923	76.21346708
924	76.21319518
925	76.21308034
926	76.21225843
927	76.21224136
928	76.21221914
929	76.21210005
930	76.21209056
931	76.21180634
932	76.21149483
933	76.21088368
934	76.21069617
935	76.21054918
936	76.21046019
937	76.2099071
938	76.20965019
939	76.20919262
940	76.20799468
941	76.20743626
942	76.20740093
943	76.20704342
944	76.20693685
945	76.20645369
946	76.20634287
947	76.20588589
948	76.20483459
949	76.20395743
950	76.20394437
951	76.20387195
952	76.20383086
953	76.20292647
954	76.20282869
955	76.20194444
956	76.20160319
957	76.20156237
958	76.20096688
959	76.20095235
960	76.20069035
961	76.20046654
962	76.20021822
963	76.20016006
964	76.20011777
965	76.1998346
966	76.19896446
967	76.19888436
968	76.1985668
969	76.19844111
970	76.19827348
971	76.19827189
972	76.19821115
973	76.19820018
974	76.19817735
975	76.19805097
976	76.19787378
977	76.19752401
978	76.19747975
979	76.19735742
980	76.19724506
981	76.19699413
982	76.19676075
983	76.19567691
984	76.19565082
985	76.19561539
986	76.19561365
987	76.19550322
988	76.19547872
989	76.19539834
990	76.19497582
991	76.1946207
992	76.19457472
993	76.19417145
994	76.1940219
995	76.19367797
996	76.19352863
997	76.19303865
998	76.19294616
999	76.19284869
